품목명,HS코드
메커니컬 실(mechanical seal),8484200000
금속용,8485100000
데스크탑 형태의 재료압출방식,8485201000
플라스터ㆍ시멘트ㆍ세라믹ㆍ유리용,8485300000
스핀 드라이어(원심분리방식으로 한정한다),8486101000
단결정 보울(boule)을 성장시키는 기계,8486102000
보울(boule)이나 웨이퍼(wafer)의 가공용 공작기계,84861030
단결정 보울(boule)을 얇게 절단하는 기기,8486103010
웨이퍼 가공용의 연마기ㆍ광택기(래핑기를 포함한다),8486103020
각종 재료의 가공공작기계(레이저나 그 밖의 광선ㆍ광자빔ㆍ전기화학ㆍ전자빔ㆍ이온빔ㆍ플라즈마아크 방식에 의하여 재료의 일부를 제거하여 가공하는 것으로 한정한다),84861040
레이저나 그 밖의 광선ㆍ광자빔 방식에 의한 것,8486104010
전기화학ㆍ전자빔ㆍ이온빔이나 플라즈마아크방식에 의한 것,8486104020
전기식 노(爐)와 오븐(전자유도식ㆍ유전식을 포함한다),84861050
저항가열식의 노(爐)와 오븐,8486105010
그 밖의 노(爐)와 오븐,8486105030
전자유도식ㆍ유전식 노(爐)와 오븐,8486202200
반도체재료 도핑용 이온주입기,8486203000
반도체웨이퍼 위에 막을 형성하거나 금속을 증착하는 기계,8486204000
굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),8486205000
감광성 반도체 재료에 회로모형을 투영하거나 드로잉하는 기기,84862060
반도체웨이퍼 위에 직접 그리는 기기,8486206010
스텝 앤 리피트 얼라이너,8486206020
레이저 작동식 기기,8486206091
"반도체 웨이퍼를 습식 식각, 현상, 스트리핑하거나 세척하는 기계",8486207000
반도체재료의 건식식각 패턴용의 것,8486208410
반도체웨이퍼를 스트리핑하거나 세척하는 기기,8486208420
액체나 분말의 분사용ㆍ살포용ㆍ분무용 기기,8486209100
포토레지스트를 도포ㆍ현상ㆍ경화시키는 기계,8486209200
광물성 물질의 가공용 공작기계,84862093
반도체 웨이퍼가공용의 연마기ㆍ광택기(래핑기를 포함한다),8486209310
반도체 웨이퍼의 스크라이빙ㆍ스코어링을 위한 다이싱기,8486209320
웨이퍼ㆍ캐리어ㆍ튜브를 세척하는 기계,8486209400
반도체웨이퍼 위에 테이프를 부착시키는 기계,8486209500
반도체웨이퍼를 개별 칩으로 절단하는 기기,8486209600
유기발광다이오드(오엘이디) 디스플레이 제조용,84863010
연마기ㆍ광택기,8486301010
도포 또는 현상기,8486301020
증착기,848630103
물리적 방식의 것,8486301031
화학적 방식의 것,8486301032
감광성 평판디스플레이용 기판에 회로모형을 투영하거나 드로잉하는 기기,8486301040
식각기,8486301050
스트리핑하거나 세척하는 기기,8486301060
감광성 평판디스플레이용기판에 회로모형을 투영하거나 드로잉하는 기기,8486302040
액정 공정용 기기,8486302070
마스크와 레티클의 제조용ㆍ수리용 기계와 기기,84864010
패턴형성기(주로 사진 감광액이 도포된 감광판으로부터 마스크와 레티클을 제조하기 위해 사용되는 것),8486401010
마스크와 레티클을 처리ㆍ수리하기 위한 포커스드 이온빔 밀링기,8486401020
"마스크와 레티클을 식각, 세척, 스트리핑하는 기계와 기기",8486401040
반도체 디바이스ㆍ전자집적회로의 조립용 기계와 기기,84864020
"반도체 조립용의 다이 부착기, 테이프자동접착기ㆍ와이어접착기",8486402010
반도체 디바이스를 삽입ㆍ제거시키는 기계,8486402020
패키지성형이나 리드프레임의 절단용ㆍ성형용 기계,848640203
반도체조립용 인캡슐레이션 기기,8486402031
납볼을 반도체 제조용 인쇄회로기판이나 세라믹기판에 탑재하는 기계,8486402040
사출식ㆍ압축식의 고무ㆍ플라스틱 성형용 주형,8486402070
"반도체 다이를 부착하거나 웨이퍼, 캐리어, 튜브를 세척하는 기계",8486402080
"굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(반도체 리드의 것으로서 프레스를 포함하며, 수치제어식의 여부는 상관없다)",8486402091
웨이퍼의 절단 이전에 전체 웨이퍼에 연결접점(범프)을 형성하는 웨이퍼 범핑용 기기,8486402093
저항가열식의 전기식 노(爐)와 오븐,8486402095
"보울, 웨이퍼, 반도체 디바이스, 전자집적회로와 평판디스플레이의 권양(捲揚), 취급, 적하(積荷)나 양하(揚荷)용 기계와 기기",84864030
"반도체 소자 제조용 웨이퍼, 웨이퍼카셋트, 상자나 그 밖의 물품을 이송, 핸들링 그리고 저장하기 위한 것",8486403010
"평판디스플레이의 권양(捲揚), 취급, 적하(積荷)나 양하(揚荷)용의 것",8486403020
보울ㆍ웨이퍼 제조용 기계와 기기의 것,8486901000
반도체 디바이스ㆍ전자집적회로 제조용 기계와 기기의 것,84869020
정전식 척(chuck),8486902030
도포ㆍ현상ㆍ증착ㆍ식각용 기기의 것,8486902040
평판디스플레이 제조용 기계와 기기의 것,84869030
유기발광다이오드(오엘이디) 디스플레이 제조용기기의 것,8486903050
액정 디스플레이 제조용 기기의 것,8486903060
이 류의 주 제11호다목에서 특정한 기계와 기기의 것,8486904000
선박이나 보트의 추진기와 그 블레이드(blade),8487100000
오일 실링,8487909010
직류 전동기,8501101000
교류 전동기,8501102000
교류ㆍ직류 겸용 전동기,8501103000
출력이 37.5와트 초과 100와트 이하인 것,8501201000
출력이 100와트 초과 750와트 이하인 것,8501202000
출력이 750와트를 초과하는 것,8501203000
출력이 100와트 이하인 것,8501311010
직류 발전기,8501312000
연료전지스택,8501332010
출력이 750와트 초과 75킬로와트 이하인 것,8501403000
출력이 75킬로와트를 초과하는 것,8501404000
출력이 750와트 이하인 것,8501510000
"전기차(하이브리드형을 포함한다)용의 구동 모터
",8501521000
출력이 375킬로와트 이하인 것,85015310
"출력이 375킬로와트 초과 1,500킬로와트 이하인 것",8501532000
"출력이 1,500킬로와트를 초과하는 것",8501534000
출력이 750볼트암페어 이하인 것,8501611000
출력이 750볼트암페어 초과 75킬로볼트암페어 이하인 것,8501612000
연료전지시스템,8501621000
400킬로와트에 상응하는 출력 이상인 것,8501631000
출력이 750킬로볼트암페어를 초과하는 것,8501640000
출력이 50와트 이하인 것,8501710000
출력이 50와트 초과 750와트 이하인 것,8501721000
출력이 75킬로와트 초과 375킬로와트 이하인 것,8501723000
출력이 375킬로와트를 초과하는 것,8501724000
출력이 75킬로볼트암페어 초과 375킬로볼트암페어 이하인 것,8501803000
출력이 375킬로볼트암페어 초과 750킬로볼트암페어 이하인 것,85018040
"출력이 750킬로볼트암페어 초과 3,500킬로볼트암페어 이하인 것",8502132000
"출력이 3,500킬로볼트암페어를 초과하는 것",8502134000
출력이 75킬로볼트암페어 이하인 것,8502201000
출력이 75킬로볼트암페어 초과 750킬로볼트암페어 이하인 것,8502312000
회전변환기,8502400000
전동기의 것,8503001000
발전기ㆍ발전세트의 것,85030020
회전변환기의 것,8503003000
전류가 20암페어 이하인 것,85041010
전류가 1암페어 이하인 것,8504101010
전류가 1암페어 초과 20암페어 이하인 것,8504101020
전류가 20암페어 초과 60암페어 이하인 것,8504102000
전류가 60암페어를 초과하는 것,8504103000
계기용 변압기,8504211000
용량이 100킬로볼트암페어 이하인 것,8504219010
용량이 100킬로볼트암페어 초과 650킬로볼트암페어 이하인 것,8504219020
"용량이 650킬로볼트암페어 초과 1,000킬로볼트암페어 이하인 것",8504229010
"용량이 1,000킬로볼트암페어 초과 5,000킬로볼트암페어 이하인 것",8504229020
"용량이 5,000킬로볼트암페어 초과 10,000킬로볼트암페어 이하인 것",8504229030
"용량이 10,000킬로볼트암페어를 초과하는 것",8504230000
전압 조정기,8504312000
용량이 100볼트암페어 이하인 것,8504319010
용량이 100볼트암페어 초과 500볼트암페어 이하인 것,8504319020
용량이 500볼트암페어 초과 1킬로볼트암페어 이하인 것,8504319040
용량이 1킬로볼트암페어 초과 5킬로볼트암페어 이하인 것,8504329010
용량이 5킬로볼트암페어 초과 16킬로볼트암페어 이하인 것,8504329020
용량이 16킬로볼트암페어 초과 30킬로볼트암페어 이하인 것,8504339010
용량이 30킬로볼트암페어 초과 100킬로볼트암페어 이하인 것,8504339020
용량이 100킬로볼트암페어 초과 500킬로볼트암페어 이하인 것,8504339040
"용량이 500킬로볼트암페어 초과 2,000킬로볼트암페어 이하인 것",8504349010
"용량이 2,000킬로볼트암페어를 초과하는 것",8504349030
정류기기,85044010
"자동자료처리기계와 그 단위기기(제8471호, 제8443.31호, 제8443.32호, 제8528.42호, 제8528.52호, 제8528.62호)의 것 및 전기통신용 기기의 것",8504401010
인버터,85044020
무정전 전원장치,850440201
전기차(하이브리드형을 포함한다) 구동 모터용의 것,8504402020
밧데리 충전기,85044030
파워팩,85044040
어댑터,85044050
"자동자료처리기계와 그 단위기기(제8471호, 제8443.31호, 제8443.32호, 제8528.42호, 제8528.52호, 제8528.62호)의 파워서플라이 유닛",850440901
자동자료처리기계의 것,8504409011
전기통신용 기기의 것,8504409091
리엑터,85045010
인덕터,85045020
"인쇄회로조립품(소호 제8504.40호ㆍ제8504.50호의 자동자료처리기계, 그 단위기기와 전기통신용 기기의 것으로서 제8534호의 인쇄회로로 구성된 것으로 한정한다)",8504901000
알니코(alnico)의 것,8505111000
산화철의 것,8505191000
전자석 커플링(coupling)ㆍ클러치ㆍ브레이크,8505200000
전자석,85059010
자기공명 촬영기기에 전용 또는 주로 사용되는 종류의 것(제9018호의 전자석은 제외한다),8505901010
전자석이나 영구자석식의 척(chuck)ㆍ클램프ㆍ바이스와 그 밖에 이와 유사한 가공물 홀더,8505902000
전자석 리프팅 헤드(lifting head),8505903000
망간건전지,8506101000
알칼리망간건전지,8506102000
산화수은으로 만든 것,8506300000
산화은으로 만든 것,8506400000
리튬으로 만든 것,8506500000
에어징크로 만든 것,8506600000
산화아연으로 만든 것,8506801000
피스톤식 엔진 시동용 연산(鉛酸)축전지,8507100000
그 밖의 연산(鉛酸)축전지,8507200000
니켈-카드뮴 축전지,8507300000
니켈-수소합금 축전지,8507500000
전기차(하이브리드형을 포함한다)용,8507602000
에너지 저장장치용,8507603000
그 밖의 축전지,8507800000
격리판,8507901000
그 밖의 진공청소기,8508600000
제8508.11-9000호의 것,8508701000
"제8508.19-9000호, 제8508.60-0000호의 것",8508702000
"제8508.11-1000호, 제8508.19-2000호의 것",8508703000
"식품용 그라인더와 믹서, 과실주스·채소주스 추출기",8509400000
커피분쇄기,8509801000
얼음분쇄기,8509802000
바닥광택기,8509803000
주방용 쓰레기처리기,8509804000
이발기,8510200000
모발제거기,8510300000
면도기의 것,8510901000
이발기의 것,8510902000
모발제거기의 것,8510903000
발광다이오드(엘이디)의 것,8512101000
조명용 기구,85122010
시각신호용 기구,85122020
음향신호용 기구,8512300000
윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister),8512400000
광산용 안전등,8513101000
손전등,85131020
열간 등압성형기,8514110000
실험실용,8514191000
금속공업용,8514192000
인쇄회로나 인쇄회로조립품의 제조에 전용되거나 주로 사용되는 종류의 것,8514311000
인쇄회로나 인쇄회로조립품의 제조에 전용되거나 주로 사용되는 노(爐)와 오븐의 것,8514902000
납땜용 인두와 건(gun),8515110000
인쇄회로조립품의 제조에 전용되거나 주로 사용되는 침적 납땜용(wave soldering) 기계,8515191000
점 용접기기,85152110
봉합 용접기기,85152120
바트 용접기기,85152130
교류아크 용접기기,85153110
초음파 응용기기,8515801000
전자빔용 기기,8515802000
용접기의 것,85159010
레이저 작동식의 것,8515901010
인쇄회로조립품의 제조에 전용되거나 주로 사용되는 침적 납땜용(wave soldering) 기기의 것,8515902000
전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기,8516100000
저장식 가열 라디에이터,8516210000
헤어드라이어,8516310000
그 밖의 이용기기,8516320000
손 건조기,8516330000
전기다리미,8516400000
마이크로웨이브 오븐(microwave oven),8516500000
전기오븐,8516601000
전기밥솥(보온기능을 가진 것을 포함한다),8516602000
커피ㆍ차를 끓이는 기기,8516710000
토스터,8516720000
전기보온밥통,8516791000
전열용 저항체,8516800000
유선전화기[무선 송수화기(cordless handset)가 있는 것으로 한정한다],8517110000
스마트폰,8517130000
코드분할다중접속을 사용하는 동기식,8517141000
시분할다중접속을 사용하는 비동기식,8517142000
코드분할다중접속을 사용하는 비동기식,8517143000
직교주파수분할다중접속을 사용하는 동기식,8517144000
기지국,8517610000
수신기기를 갖춘 송신기기,85176210
유선통신용,8517621010
무선통신용,8517621020
그 밖의 송신기기(수신기기를 갖추지 않은 것으로 한정한다),85176220
교환기 및 라우팅 기기,85176230
자동자료처리기계에 결합되거나 연결되어 사용되는 종류의 것,8517629010
그 밖의 유선통신용,8517629020
그 밖의 무선통신용,8517629030
무선전화기의 것,8517711000
소호 제8517.1호의 것,85177910
유선전화기의 것,8517791010
스마트폰용의 것,8517791020
소호 제8517.61호의 것,8517792000
소호 제8517.62호의 것,8517793000
소호 제8517.69호의 것,8517794000
"전기통신용 마이크로폰(지름이 10밀리미터 이하이고, 높이가 3밀리미터 이하이며, 주파수 대역이 300헤르츠부터 3.4킬로헤르츠까지인 것으로 한정한다)",8518101000
무선 마이크로폰(무선 마이크로폰 세트를 포함한다),8518109010
단일형 확성기[인클로저(enclosure)에 장착된 것으로 한정한다],8518210000
복합형 확성기[동일 인클로저(enclosure)에 장착된 것으로 한정한다],8518220000
"전기통신용의 것(지름이 50밀리미터 이하이고, 주파수대역이 300헤르츠부터 3.4킬로헤르츠까지이며, 하우징이 없는 것으로 한정한다)",8518291000
유선전화 핸드세트,8518304000
가청주파증폭기,8518400000
음향증폭세트,8518500000
인쇄회로조립품(제8518.10-1000호ㆍ제8518.29-1000호의 것으로 한정한다),8518901000
코인ㆍ은행권ㆍ은행카드ㆍ토큰이나 그 밖의 지급 수단으로 작동하는 기기,8519200000
턴 테이블(레코드 데크),8519300000
자기식 매체를 이용하는 기기,8519812000
광학식 매체를 이용하는 기기,8519814000
반도체 매체를 이용하는 기기,8519815000
자기식ㆍ광학식이나 그 밖의 반도체 매체 중 두 가지 이상의 방식을 이용할 수 있는 기기,8519816000
마그네틱 테이프형,8521100000
디스크형,8521901000
픽업 카트리지,8522100000
자기헤드와 동 부분품,8522903000
마그네틱 스트라이프(magnetic stripe)를 갖춘 카드(기록된 것인지에 상관없다),8523210000
기록이 안 된 매체,8523291000
기록된 매체,85232920
컴퓨터 소프트웨어를 수록한 것,8523292010
비디오 녹화된 것,8523292020
음성만을 기록한 것,8523292030
기록이 안 된 것,8523410000
레이저 판독장치용 디스크,85234910
한 개의 전자집적회로를 갖춘 것과 그 부분품,8523521000
기타(프록시미티 카드(proximity card)와 태그로 한정한다),8523522000
기타와 그 부분품,8523529000
휴대형 자동자료처리기계(소호 제8471.30호의 것)용,8524111000
유선ㆍ무선 통신기기용,8524112000
텔레비전용 ,8524113000
모니터용,8524114000
전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용,8524115000
라디오 방송용,8525501000
텔레비전용,8525502000
이 류의 소호주 제1호에 규정된 고속 카메라,8525810000
기타[이 류의 소호주 제2호에 규정된 방사선 경화ㆍ내(耐)방사선 카메라로 한정한다],8525820000
기타(이 류의 소호주 제3호에 규정된 야간투시 카메라로 한정한다),8525830000
"초소형 특수카메라(필기구, 버튼, 안경, 시계, USB 메모리 등 일상소품이나 다른 전기기기에 장착되었거나 장착되도록 설계제작된 것) ",8525891000
그 밖의 텔레비전 카메라,8525892000
그 밖의 디지털 카메라,8525893000
장중단파 수신기,85269110
초단파 수신기,85269120
무선방향 탐지기,85269130
로란 리시버,8526914000
무선원격조절기기,8526920000
포켓사이즈형 라디오카세트플레이어,8527120000
카세트형,8527131000
카셋트형과 디스크형의 결합기기,8527133000
디지털 무선 데이터 시스템 신호를 수신 및 디코딩할 수 있는 것,8527212010
확성기를 갖추지 않은 것,85279110
시계와 결합된 것(음성기록기기나 재생기기와 결합된 것은 제외한다),8527920000
제8471호의 자동자료처리기계에 사용하도록 설계된 것으로 직접 연결하여 사용할 수 있는 것,8528420000
"영상모니터(천연색의 것, 제8471호의 자동자료처리기계와의 연결 유무에 상관없다) ",85284910
의료용으로 특수 제작된 것,8528491010
"영상모니터(흑백이나 단색의 것, 제8471호의 자동자료처리기계와의 연결 유무에 상관없다) ",85284920
액정모니터,8528521000
비디오 튜너,8528711000
디지털방송 수신기기,85287120
쌍방향 커뮤니케이션 기능을 갖춘 것,8528712020
TV튜너가 내장된 프로젝터,8528713000
액정디스플레이 방식,8528722000
유기발광다이오드(오엘이디) 방식,8528725000
마이크로 LED 방식 ,8528726000
기타(단색),8528730000
레이더기기용,8529101000
항행용 무선기기ㆍ무선원격조절기용,8529109100
텔레비전 송ㆍ수신용,8529109200
제8524호의 평판 디스플레이 모듈용의 것,8529902000
제8525호 기기의 것,85299030
송신기기 또는 수신기기의 것,8529903010
텔레비전카메라ㆍ디지털카메라ㆍ비디오카메라레코더의 것,8529903020
제8526호 기기의 것,8529904000
제8527호 기기의 것,8529905000
제8528호 기기의 것,85299060
모니터나 프로젝터의 것,8529906010
텔레비전 수신용 기기의 것,852990602
튜너 ,8529906021
그 밖의 액정 디스플레이 방식용,8529906022
그 밖의 유기발광 다이오드(오엘이디) 디스플레이 방식용,8529906023
열차의 자동정지용ㆍ제어용ㆍ운전용 기기,8530101000
도난경보기,8531101000
화재경보기,8531102000
가스경보기,8531103000
전기식의 벨 또는 사이렌,8531106000
그 밖의 신호기기,8531109000
액정 디바이스(엘시디)가 결합된 표시반,8531201000
발광다이오드(엘이디)가 결합된 표시반,8531202000
도어벨ㆍ차임ㆍ버저와 이와 유사한 기기,8531802000
소호 제8531.10호의 것,8531901000
소호 제8531.20호의 것,8531902000
"고정식 축전기로 50/60헤르츠 회로에서 사용하고, 무효(無效)전력 용량이 0.5킬로바르 이상인 것(전력용 축전기)",8532100000
탄탈륨의 것,8532210000
알루미늄 전해의 것,8532220000
세라믹 유전체의 것(단층),8532230000
세라믹 유전체의 것(다층),8532240000
종이나 플라스틱 유전체의 것,8532250000
가변식이나 조정식(프리세트) 축전기,8532300000
고정식의 것,8532901000
탄소피막형 고정식 저항기(콤퍼지션형이나 필름형으로 한정한다),8533100000
서미스터,8533212000
용량이 20와트 이하인 것,8533310000
탄소가변의 것,8533401000
바리스터,8533403000
가변식 저항기의 것,8533901000
"수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것",8534001000
테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,8534002000
퓨즈,8535100000
정격전압이 7.25킬로볼트 미만인 것,8535211000
정격전압이 7.25킬로볼트 이상 72.5킬로볼트 미만인 것,8535212000
정격전압이 200킬로볼트 미만인 것,8535291000
정격전압이 200킬로볼트 이상인 것,8535292000
정격전압이 72.5킬로볼트 이상인 것,8535303000
피뢰기ㆍ전압제한기와 서지(surge)억제기,8535400000
커넥터,8535901000
터미널,8535902000
관형,8536101000
자동차단기,8536200000
전기회로 보호용 그 밖의 기기,8536300000
전압이 60볼트 이하인 것,8536410000
회전형,8536501000
푸쉬 버튼형,8536502000
마이크로형,8536503000
전자개폐형(전자접속기를 포함한다),8536504000
전기기계식의 스냅동작방식의 것(11암페어 이하로 한정한다),8536509010
교류(AC)방식의 것(입출력 회로가 광학적으로 짝지워진 것으로 한정한다),8536509020
"온도보호용의 것(1,000볼트 이하의 전압용으로 트랜지스터와 논리칩으로 구성된 것으로 한정한다)",8536509030
램프홀더,8536610000
동축케이블ㆍ인쇄회로용의 것,8536691000
실험실용ㆍ화학용이나 그 밖의 공업용 도자제품의 것,8536702000
구리로 만든 것,85367030
주조ㆍ주형ㆍ압착ㆍ단조(이보다 더 가공하지 않은 것으로 한정한다),8536703010
접속함,8536901000
"제8702호, 제8703호, 제8704호나 제8711호의 자동차용 배터리 클램프(battery clamp)",8536902000
선이나 케이블의 접속용 구성품,8536909010
"터치감응식 자료입력장치('터치스크린'이라 불림)[영상 디스플레이 장치가 있는 기기에 결합되어 디스플레이 영역 내의 접촉여부와 위치를 감지하는 기능을 하며, 제시된 상태에서 디스플레이를 갖추지 않은 것으로 한정함]",8537103000
배전용의 것,8537104000
전기제어용의 것,85371050
수치 제어반,8537105010
프로그램이 가능한 제어기,8537105020
"보드ㆍ패널ㆍ콘솔ㆍ책상ㆍ캐비닛과 그 밖의 기반(基盤)(제8537호의 물품용으로 한정하며, 이들 기기를 장착하여 조립한 것은 제외한다)",8538100000
개폐기의 것,8538901000
자동차단기의 것,8538902000
계전기의 것,8538903000
실드빔 램프 유닛(sealed beam lamp unit),8539100000
텅스텐 할로겐의 것,8539210000
백열램프,8539221000
빔 램프,8539223000
형광램프(열음극형으로 한정한다),8539310000
수은램프,8539321000
나트륨 증기 램프,8539322000
메탈 할라이드(metal halide)램프,8539323000
냉음극 형광램프,85393910
평판디스플레이의 후면광원(backlighting)용 ,8539391010
아크램프,8539410000
자외선 램프,85394910
적외선 램프,8539492000
발광다이오드(엘이디) 모듈,8539510000
발광다이오드(엘이디) 램프,8539520000
필라멘트 램프의 것,8539901000
방전램프의 것,8539902000
천연색,8540110000
단색,8540120000
"텔레비전용 촬상관(camera tube), 영상변환관, 영상증강관(image intensifier), 그 밖의 광전관(photocathode tube)",8540200000
"데이터/그래픽 직시관(display tube)(단색), 데이터/그래픽 직시관(display tube)(천연색으로서 인광물질 도트화면 간격이 0.4밀리미터 미만인 것으로 한정한다)",8540400000
자전관(magnetron),8540710000
속도변조관(klystron),8540791000
수신관이나 증폭관,8540810000
송신기용 열전자관,8540891000
방전관,8540892000
음극선관의 것,8540910000
"칩, 다이스와 절단되지 않은 웨이퍼",8541101000
사이리스터(thyristor),8541302000
다이액(diac),8541303000
트라이액(triac),8541304000
레이저소자,8541411000
광전지(모듈에 조립되었거나 패널로 구성된 것은 제외한다),8541420000
광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다),8541430000
광전도 셀,8541492000
전하결합소자,8541493000
센서,8541511000
액추에이터,8541512000
공진기,8541513000
오실레이터,8541514000
수정진동자,8541601000
다이오드의 것,8541902000
트랜지스터의 것,8541903000
모노리식(monolithic) 집적회로,8542311000
하이브리드 집적회로,8542312000
복합구조칩 집적회로,8542313000
복합부품 집적회로(MCOs),8542314000
디램,8542321010
에스램,8542321020
플래시 메모리,8542321030
입자가속기,8543100000
신호발생기,8543200000
인쇄회로의 제조에 전용되거나 주로 사용되는 종류의 것(전기영동용은 제외한다),8543301000
수전해 설비,8543302000
연소시키지 않고 흡입하도록 만들어진 물품(제2404호의 것으로 한정한다)을 포함한 것,8543401000
일렉트릭 펜스 에너자이저,8543701000
이온정수기,8543702010
미용기기,8543702020
오디오믹서,8543702030
이퀄라이저,8543702040
오존 발생기,8543702050
전자번역기ㆍ전자사전,8543703000
유선전신용ㆍ유선전화용 기기 또는 유선전신용ㆍ유선전화용 통신망 연결용 제품,8543705000
고주파증폭기,8543709010
디텍터(소호 제8541.51호의 것을 제외한다),8543709020
비디오게임 콘솔용 무선 적외선 원격조절장치,8543709040
디지털 비행 데이터 기록 장치,8543709050
"휴대용 배터리로 작동하는 전자 리더기(문자, 정지화상 또는 음성파일의 기록 및 재생용으로 한정한다)",8543709060
디지털신호처리기(사운드 믹싱을 위해 유선 또는 무선 통신망에 연결되는 것으로 한정한다),8543709070
전자초소형 조립회로,8543901000
절연도료 피복전선,8544111000
동축케이블과 그 밖의 동축 도체,8544200000
점화용 와이어링 세트와 그 밖의 와이어링 세트(자동차용ㆍ항공기용ㆍ선박용으로 한정한다),8544300000
종이 절연전선,85444210
전기통신용,8544421010
플라스틱 절연전선,85444220
전압이 80볼트 이하인 것,8544491011
"전압이 80볼트 초과 1,000볼트 이하인 것",8544491012
전압이 10킬로볼트 이하인 것,85446010
전압이 10킬로볼트 초과 100킬로볼트 이하인 것,85446020
전압이 100킬로볼트를 초과하는 것,85446030
광섬유 케이블,8544700000
노(爐)용,8545110000
브러시,8545200000
탄소봉,8545901000
탄소난방필름,8545902000
유리로 만든 것,8546100000
도자제의 것,8546200000
플라스틱으로 만든 애자,8546901000
도자제의 절연용 물품,8547100000
플라스틱으로 만든 절연용 물품,8547200000
전자 초소형 조립회로 ,8548001000
"연산(鉛酸) 축전지의 웨이스트(waste)와 스크랩(scrap), 수명이 끝난 연산 축전지",8549110000
납을 함유한 것,8549121000
카드뮴을 함유한 것,8549122000
수은을 함유한 것,8549123000
화학적 유형에 따라 선별된 것(납ㆍ카드뮴ㆍ수은을 함유하지 않은 것으로 한정한다),8549130000
철강ㆍ구리ㆍ니켈ㆍ아연을 함유한 것,8549141000
망간을 함유한 것,8549142000
철강·구리·니켈·납·아연을 함유한 것,8549211000
유리·카드뮴·망간을 함유한 것,8549212000
외부 전원으로 주행하는 것,8601100000
축전지로 주행하는 것,8601200000
디젤 전기기관차,8602100000
객차,8603101000
화차,8603102000
궤도검사차,8604004000
수하물차,8605002000
탱크차와 이와 유사한 차,8606100000
자기양하식(self-discharging) 화차(소호 제8606.10호의 것은 제외한다),8606300000
덮개가 있는 것으로서 밀폐되어 있는 것,8606910000
덮개가 없는 것으로서 고정된 측면의 높이가 60센티미터를 초과하는 것,8606920000
구동식 보기(bogie)와 비셀보기(bissel-bogie),8607110000
그 밖의 보기(bogie)와 비셀보기(bissel-bogie),8607120000
차축,8607191000
차륜,8607192000
윤축(輪軸),8607193000
공기식 제동장치와 그 부분품,8607210000
훅,8607301000
연결장치,8607302000
완충장치,8607303000
기관차용,8607910000
철도ㆍ궤도선로용 장치물,8608001000
기계식의 신호ㆍ안전ㆍ교통 관제용 기기,8608002000
액체 운반용,8609001000
압축가스 운반용,8609002000
일반화물 운반용,8609003000
살아있는 동물 운반용,8609004000
냉동용과 냉장용,8609005000
차축이 하나인 트랙터,8701100000
신차,8701211000
중고차,8701212000
무한궤도식 트랙터,8701300000
트레일러 견인용의 도로주행식 트랙터,87019110
농업용 트랙터,8701912000
15인 이하인 것,87021010
15인 초과 35인 이하인 것,87021020
35인 초과인 것,87021030
설상주행용,8703101000
골프용차,8703102000
"2,000시시 이하인 것",87032310
"4,000시시 이하인 것",87032410
덤프차(비고속도로용으로 설계된 것으로 한정한다),8704100000
일반 화물자동차,87042110
냉동차ㆍ냉장차,8704219010
탱크차,8704219020
총중량 10톤 이하인 것,870422101
신축붐식,8705101000
앵글식,8705102000
이동식 시추용 데릭(derrick)차,8705200000
소방차,8705300000
콘크리트믹서 운반차,8705400000
살포차,87059010
농업용 살포차,8705901010
구난차,8705909010
도로청소차,8705909020
이동공작차,8705909030
이동방송차,8705909040
이동진료차,8705909050
이동통신차와 레이더차,8705909060
제설차,8705909070
제8701호의 것,8706001000
제8702호의 것,8706002000
제8703호의 것,8706003000
제8704호의 것,8706004000
제8705호의 것,8706005000
제8703호의 차량용,8707100000
완충기와 그 부분품,8708100000
안전벨트,8708210000
"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",8708220000
장착된 브레이크 라이닝,8708301000
브레이크 부스터,8708302000
전자 제어식 제동장치,8708303000
기어박스와 그 부분품,8708400000
차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,8708501000
비구동 차축과 그 부분품,8708502000
로드 휠(road wheel)과 그 부분품ㆍ부속품,8708700000
서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],8708800000
방열기와 그 부분품,8708910000
"소음기(머플러), 배기관, 그 부분품",8708920000
클러치와 그 부분품,8708930000
운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,8708940000
에어백,8708951000
섀시,87089910
전기식의 것,8709110000
전차,8710001000
그 밖의 장갑차량,8710002000
모터사이클,8711101000
모페드,8711102000
경기용,8712001000
삼륜자전거,8712009020
기계구동식이 아닌 것,8713100000
안장,8714101000
신체장애인용 차량의 것,8714200000
프레임,8714911000
이들의 부분품,8714919000
휠 림,8714921000
스포크,8714922000
